,Laptop_name,rating,Number of ratings,Number of reviews,Specific,Discounted_Price,Original_Price,Discount %
512,"APPLE iPhone 11 (Black, 64 GB)",4.6,"1,78,400 ","10,573",64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year,"37,999","17,999",38
513,"POCO M4 Pro (Yellow, 64 GB)",4.3,"1,34,237 ","12,247","6 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.33 cm (6.43 inch) Full HD+ AMOLED Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Helio G96 ProcessorOne Year for Handset, 6 Months for Accessories","10,999","19,999",40
514,"POCO M4 Pro (Yellow, 128 GB)",4.3,"1,34,237 ","12,247","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.33 cm (6.43 inch) Full HD+ AMOLED Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Helio G96 ProcessorOne Year for Handset, 6 Months for Accessories","11,999","11,999",37
515,"POCO C31 (Royal Blue, 64 GB)",4.3,"1,87,995 ","11,329","4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) HD+ Display13MP + 2MP + 2MP | 5MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediaTek G35 Processor1 Year Warranty for Handset, 6 Months for Accessories","7,499","23,999",37
516,"SAMSUNG Galaxy F23 5G (Forest Green, 128 GB)",4.3,"1,40,978 ","11,531",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 8MP + 2MP | 8MP Front Camera5000 mAh Lithium Ion BatteryQualcomm Snapdragon 750G Processor1 Year Warranty Provided by the Manufacturer from Date of Purchase,"14,999","10,999",27
517,"MOTOROLA e40 (Carbon Gray, 64 GB)",4.1,"59,846 ","5,853",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display48MP + 2MP + 2MP | 8MP Front Camera5000 mAh BatteryUNISOC T700 Processor1 Year on Handset and 6 Months on Accessories,"7,999","16,999",23
518,"SAMSUNG Galaxy F13 (Nightsky Green, 128 GB)",4.4,"1,11,744 ","6,424",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 5MP + 2MP | 8MP Front Camera6000 mAh Lithium Ion BatteryExynos 850 Processor1 Year Warranty Provided By the Manufacturer from Date of Purchase,"12,999","11,999",37
519,"POCO C31 (Shadow Gray, 64 GB)",4.3,"1,87,995 ","11,329","4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) HD+ Display13MP + 2MP + 2MP | 5MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediaTek Helio G35 Processor1 Year Warranty for Handset, 6 Months for Accessories","7,499","14,999",20
520,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)",4.4,"1,11,744 ","6,424",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 5MP + 2MP | 8MP Front Camera6000 mAh Lithium Ion BatteryExynos 850 Processor1 Year Warranty Provided By the Manufacturer from Date of Purchase,"11,999","10,999",27
521,"MOTOROLA e40 (Pink Clay, 64 GB)",4.1,"59,846 ","5,853",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display48MP + 2MP + 2MP | 8MP Front Camera5000 mAh BatteryUNISOC T700 Processor1 Year on Handset and 6 Months on Accessories,"7,999","14,999",20
522,"SAMSUNG Galaxy F13 (Waterfall Blue, 64 GB)",4.4,"1,11,744 ","6,424",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 5MP + 2MP | 8MP Front Camera6000 mAh Lithium Ion BatteryExynos 850 Processor1 Year Warranty Provided By the Manufacturer from Date of Purchase,"11,999","19,999",15
523,"POCO M4 Pro 5G (Cool Blue, 128 GB)",4.2,"43,191 ","3,849","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 8MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Dimensity 810 ProcessorOne Year for Handset, 6 Months for Accessories","16,999","9,999",28
524,"REDMI 9i Sport (Carbon Black, 64 GB)",4.3,"2,16,491 ","12,210",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh Li-Polymer BatteryMediaTek Helio G25 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"7,199","23,999",37
525,"I Kall Z7 Ultra Series (Blue, 32 GB)",3.3,343 ,35,4 GB RAM | 32 GB ROM15.9 cm (6.26 inch) Display13MP Rear Camera | 8MP Front Camera4000 mAh Battery1 year manufacturing warranty for mobile and 6 months for box accessories,"5,989","6,299",4%
526,"Tecno Camon 19 (Sea Salt White, 128 GB)",4.1,195 ,21,"6 GB RAM | 128 GB ROM | Expandable Upto 512 GB17.27 cm (6.8 inch) Full HD+ Display64MP + 2MP | 16MP Front Camera5000 mAh BatteryMediaTek Helio G85 Processor1 Year Warranty for Handset, 6 Months for Accessories","14,980","15,449",3%
527,"REDMI 10 (Caribbean Green, 64 GB)",4.3,"1,70,664 ","10,998",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 5MP Front Camera6000 mAh Lithium Polymer BatteryQualcomm Snapdragon 680 Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,"8,999","14,999",40
528,"APPLE iPhone 14 (Midnight, 128 GB)",4.7,"4,247 ",163,"128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories","67,999","79,900",14
529,"APPLE iPhone 11 (White, 64 GB)",4.6,"1,78,400 ","10,573",64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year,"37,999","43,900",13
530,"APPLE iPhone 14 (Blue, 128 GB)",4.7,"4,247 ",163,"128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories","67,999","79,900",14
531,"REDMI 10 (Pacific Blue, 64 GB)",4.3,"1,70,664 ","10,998",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 5MP Front Camera6000 mAh Lithium Polymer BatteryQualcomm Snapdragon 680 Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,"8,999","14,999",40
532,I Kall K3312,3.5,"12,298 ","1,161",32 MB RAM | 64 MB ROM | Expandable Upto 8 GB4.57 cm (1.8 inch) Display0.3MP Rear Camera1000 mAh Battery15 Month  Manufacturer Warranty,999,"14,999",40
533,"REDMI 10 (Midnight Black, 64 GB)",4.3,"1,70,664 ","10,998",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 5MP Front Camera6000 mAh Lithium Polymer BatteryQualcomm Snapdragon 680 Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,"8,999","19,999",40
534,"POCO M4 Pro (Cool Blue, 128 GB)",4.3,"1,34,237 ","12,247","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.33 cm (6.43 inch) Full HD+ AMOLED Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Helio G96 ProcessorOne Year for Handset, 6 Months for Accessories","11,999","43,900",13
535,"APPLE iPhone 11 (Black, 64 GB)",4.6,"1,78,400 ","10,573",64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year,"37,999","17,999",38
536,DIZO Star 300,3.9,"9,590 ","1,140",32 MB RAM | 32 MB ROM | Expandable Upto 64 GB4.5 cm (1.77 inch) Quarter QVGA Display0.3MP Rear Camera2550 mAh BatterySC6531E Processor1 Year Warranty,"1,485","17,999",38
537,"POCO M4 Pro (Cool Blue, 64 GB)",4.3,"1,34,237 ","12,247","6 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.33 cm (6.43 inch) Full HD+ AMOLED Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Helio G96 ProcessorOne Year for Handset, 6 Months for Accessories","10,999","14,999",20
538,"POCO M4 Pro (Yellow, 64 GB)",4.3,"1,34,237 ","12,247","6 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.33 cm (6.43 inch) Full HD+ AMOLED Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Helio G96 ProcessorOne Year for Handset, 6 Months for Accessories","10,999","11,999",37
539,"SAMSUNG Galaxy F13 (Nightsky Green, 64 GB)",4.4,"1,11,744 ","6,424",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 5MP + 2MP | 8MP Front Camera6000 mAh Lithium Ion BatteryExynos 850 Processor1 Year Warranty Provided By the Manufacturer from Date of Purchase,"11,999","23,999",37
540,DIZO Star 500,4,"12,421 ","1,467",32 MB RAM | 32 MB ROM | Expandable Upto 64 GB7.11 cm (2.8 inch) QVGA Display0.3MP Rear Camera1900 mAh BatterySC6531E Processor1 Year Warranty,"1,899","10,999",27
541,"POCO C31 (Royal Blue, 64 GB)",4.3,"1,87,995 ","11,329","4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) HD+ Display13MP + 2MP + 2MP | 5MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediaTek G35 Processor1 Year Warranty for Handset, 6 Months for Accessories","7,499",829,6%
542,"SAMSUNG Galaxy F23 5G (Forest Green, 128 GB)",4.3,"1,40,978 ","11,531",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 8MP + 2MP | 8MP Front Camera5000 mAh Lithium Ion BatteryQualcomm Snapdragon 750G Processor1 Year Warranty Provided by the Manufacturer from Date of Purchase,"14,999","11,999",37
543,"MOTOROLA e40 (Carbon Gray, 64 GB)",4.1,"59,846 ","5,853",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display48MP + 2MP + 2MP | 8MP Front Camera5000 mAh BatteryUNISOC T700 Processor1 Year on Handset and 6 Months on Accessories,"7,999","10,999",40
544,"I Kall King Talking, Contact icon and Auto Call Recording",3.6,"15,092 ","1,403",32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display0.3MP Rear Camera1500 mAh Battery1 Year manufacturing warranty for mobile and 6 months for accessories,774,"16,999",11
545,DIZO Star 500,4,"12,421 ","1,467",32 MB RAM | 32 MB ROM | Expandable Upto 64 GB7.11 cm (2.8 inch) QVGA Display0.3MP Rear Camera1900 mAh BatterySC6531E Processor1 Year Warranty,"1,899","79,900",14
546,"APPLE iPhone 14 (Midnight, 128 GB)",4.7,"4,247 ",163,"128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories","67,999","14,999",40
547,"REDMI 10 (Pacific Blue, 64 GB)",4.3,"1,70,664 ","10,998",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 5MP Front Camera6000 mAh Lithium Polymer BatteryQualcomm Snapdragon 680 Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,"8,999","14,999",40
548,"REDMI 10 (Caribbean Green, 64 GB)",4.3,"1,70,664 ","10,998",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 5MP Front Camera6000 mAh Lithium Polymer BatteryQualcomm Snapdragon 680 Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,"8,999","79,900",14
549,"APPLE iPhone 14 (Blue, 128 GB)",4.7,"4,247 ",163,"128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories","67,999","14,999",20
550,"SAMSUNG Galaxy F13 (Nightsky Green, 64 GB)",4.4,"1,11,744 ","6,424",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 5MP + 2MP | 8MP Front Camera6000 mAh Lithium Ion BatteryExynos 850 Processor1 Year Warranty Provided By the Manufacturer from Date of Purchase,"11,999","43,900",13
551,"APPLE iPhone 11 (White, 64 GB)",4.6,"1,78,400 ","10,573",64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year,"37,999","19,999",40
552,"POCO M4 Pro (Cool Blue, 128 GB)",4.3,"1,34,237 ","12,247","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.33 cm (6.43 inch) Full HD+ AMOLED Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Helio G96 ProcessorOne Year for Handset, 6 Months for Accessories","11,999","17,999",38
553,"POCO M4 Pro (Cool Blue, 64 GB)",4.3,"1,34,237 ","12,247","6 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.33 cm (6.43 inch) Full HD+ AMOLED Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Helio G96 ProcessorOne Year for Handset, 6 Months for Accessories","10,999","16,999",11
554,"POCO M4 Pro 5G (Cool Blue, 64 GB)",4.3,"35,159 ","3,125","4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 8MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Dimensity 810 ProcessorOne Year for Handset, 6 Months for Accessories","14,999","43,900",13
555,"APPLE iPhone 11 (Black, 64 GB)",4.6,"1,78,400 ","10,573",64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year,"37,999","17,999",38
556,"POCO M4 Pro (Yellow, 64 GB)",4.3,"1,34,237 ","12,247","6 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.33 cm (6.43 inch) Full HD+ AMOLED Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Helio G96 ProcessorOne Year for Handset, 6 Months for Accessories","10,999","19,999",40
557,"POCO M4 Pro (Yellow, 128 GB)",4.3,"1,34,237 ","12,247","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.33 cm (6.43 inch) Full HD+ AMOLED Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Helio G96 ProcessorOne Year for Handset, 6 Months for Accessories","11,999","11,999",37
558,"POCO C31 (Royal Blue, 64 GB)",4.3,"1,87,995 ","11,329","4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) HD+ Display13MP + 2MP + 2MP | 5MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediaTek G35 Processor1 Year Warranty for Handset, 6 Months for Accessories","7,499","23,999",37
559,"SAMSUNG Galaxy F23 5G (Forest Green, 128 GB)",4.3,"1,40,978 ","11,531",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 8MP + 2MP | 8MP Front Camera5000 mAh Lithium Ion BatteryQualcomm Snapdragon 750G Processor1 Year Warranty Provided by the Manufacturer from Date of Purchase,"14,999","10,999",27
560,"MOTOROLA e40 (Carbon Gray, 64 GB)",4.1,"59,846 ","5,853",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display48MP + 2MP + 2MP | 8MP Front Camera5000 mAh BatteryUNISOC T700 Processor1 Year on Handset and 6 Months on Accessories,"7,999","16,999",23
561,"SAMSUNG Galaxy F13 (Nightsky Green, 128 GB)",4.4,"1,11,744 ","6,424",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 5MP + 2MP | 8MP Front Camera6000 mAh Lithium Ion BatteryExynos 850 Processor1 Year Warranty Provided By the Manufacturer from Date of Purchase,"12,999","11,999",37
562,"POCO C31 (Shadow Gray, 64 GB)",4.3,"1,87,995 ","11,329","4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) HD+ Display13MP + 2MP + 2MP | 5MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediaTek Helio G35 Processor1 Year Warranty for Handset, 6 Months for Accessories","7,499","14,999",20
563,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)",4.4,"1,11,744 ","6,424",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 5MP + 2MP | 8MP Front Camera6000 mAh Lithium Ion BatteryExynos 850 Processor1 Year Warranty Provided By the Manufacturer from Date of Purchase,"11,999","10,999",27
564,"MOTOROLA e40 (Pink Clay, 64 GB)",4.1,"59,846 ","5,853",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display48MP + 2MP + 2MP | 8MP Front Camera5000 mAh BatteryUNISOC T700 Processor1 Year on Handset and 6 Months on Accessories,"7,999","14,999",20
565,"SAMSUNG Galaxy F13 (Waterfall Blue, 64 GB)",4.4,"1,11,744 ","6,424",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 5MP + 2MP | 8MP Front Camera6000 mAh Lithium Ion BatteryExynos 850 Processor1 Year Warranty Provided By the Manufacturer from Date of Purchase,"11,999","19,999",15
566,"POCO M4 Pro 5G (Cool Blue, 128 GB)",4.2,"43,191 ","3,849","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 8MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Dimensity 810 ProcessorOne Year for Handset, 6 Months for Accessories","16,999","9,999",28
567,"REDMI 9i Sport (Carbon Black, 64 GB)",4.3,"2,16,491 ","12,210",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh Li-Polymer BatteryMediaTek Helio G25 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"7,199","23,999",37
568,"I Kall Z7 Ultra Series (Blue, 32 GB)",3.3,343 ,35,4 GB RAM | 32 GB ROM15.9 cm (6.26 inch) Display13MP Rear Camera | 8MP Front Camera4000 mAh Battery1 year manufacturing warranty for mobile and 6 months for box accessories,"5,989","6,299",4%
569,"Tecno Camon 19 (Sea Salt White, 128 GB)",4.1,195 ,21,"6 GB RAM | 128 GB ROM | Expandable Upto 512 GB17.27 cm (6.8 inch) Full HD+ Display64MP + 2MP | 16MP Front Camera5000 mAh BatteryMediaTek Helio G85 Processor1 Year Warranty for Handset, 6 Months for Accessories","14,980","15,449",3%
570,"REDMI 10 (Caribbean Green, 64 GB)",4.3,"1,70,664 ","10,998",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 5MP Front Camera6000 mAh Lithium Polymer BatteryQualcomm Snapdragon 680 Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,"8,999","14,999",40
571,"APPLE iPhone 14 (Midnight, 128 GB)",4.7,"4,247 ",163,"128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories","67,999","79,900",14
572,"APPLE iPhone 11 (White, 64 GB)",4.6,"1,78,400 ","10,573",64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year,"37,999","43,900",13
573,"APPLE iPhone 14 (Blue, 128 GB)",4.7,"4,247 ",163,"128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories","67,999","79,900",14
574,"REDMI 10 (Pacific Blue, 64 GB)",4.3,"1,70,664 ","10,998",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 5MP Front Camera6000 mAh Lithium Polymer BatteryQualcomm Snapdragon 680 Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,"8,999","14,999",40
575,I Kall K3312,3.5,"12,298 ","1,161",32 MB RAM | 64 MB ROM | Expandable Upto 8 GB4.57 cm (1.8 inch) Display0.3MP Rear Camera1000 mAh Battery15 Month  Manufacturer Warranty,999,"14,999",40
576,"REDMI 10 (Midnight Black, 64 GB)",4.3,"1,70,664 ","10,998",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 5MP Front Camera6000 mAh Lithium Polymer BatteryQualcomm Snapdragon 680 Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,"8,999","19,999",40
577,"POCO M4 Pro (Cool Blue, 128 GB)",4.3,"1,34,237 ","12,247","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.33 cm (6.43 inch) Full HD+ AMOLED Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Helio G96 ProcessorOne Year for Handset, 6 Months for Accessories","11,999","43,900",13
578,"APPLE iPhone 11 (Black, 64 GB)",4.6,"1,78,400 ","10,573",64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year,"37,999","17,999",38
579,DIZO Star 300,3.9,"9,590 ","1,140",32 MB RAM | 32 MB ROM | Expandable Upto 64 GB4.5 cm (1.77 inch) Quarter QVGA Display0.3MP Rear Camera2550 mAh BatterySC6531E Processor1 Year Warranty,"1,485","17,999",38
580,"POCO M4 Pro (Cool Blue, 64 GB)",4.3,"1,34,237 ","12,247","6 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.33 cm (6.43 inch) Full HD+ AMOLED Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Helio G96 ProcessorOne Year for Handset, 6 Months for Accessories","10,999","14,999",20
581,"POCO M4 Pro (Yellow, 64 GB)",4.3,"1,34,237 ","12,247","6 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.33 cm (6.43 inch) Full HD+ AMOLED Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Helio G96 ProcessorOne Year for Handset, 6 Months for Accessories","10,999","11,999",37
582,"SAMSUNG Galaxy F13 (Nightsky Green, 64 GB)",4.4,"1,11,744 ","6,424",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 5MP + 2MP | 8MP Front Camera6000 mAh Lithium Ion BatteryExynos 850 Processor1 Year Warranty Provided By the Manufacturer from Date of Purchase,"11,999","23,999",37
583,DIZO Star 500,4,"12,421 ","1,467",32 MB RAM | 32 MB ROM | Expandable Upto 64 GB7.11 cm (2.8 inch) QVGA Display0.3MP Rear Camera1900 mAh BatterySC6531E Processor1 Year Warranty,"1,899","10,999",27
584,"POCO C31 (Royal Blue, 64 GB)",4.3,"1,87,995 ","11,329","4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) HD+ Display13MP + 2MP + 2MP | 5MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediaTek G35 Processor1 Year Warranty for Handset, 6 Months for Accessories","7,499",829,6%
585,"SAMSUNG Galaxy F23 5G (Forest Green, 128 GB)",4.3,"1,40,978 ","11,531",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 8MP + 2MP | 8MP Front Camera5000 mAh Lithium Ion BatteryQualcomm Snapdragon 750G Processor1 Year Warranty Provided by the Manufacturer from Date of Purchase,"14,999","11,999",37
